year;sampling_round;plot_code;fruit_consumption_event_code;bird_sp;fruit_sp;no_fruits_consumed
2013_2014;16;G1;795;tur_mer;ile_aqu;4
2013_2014;16;G1;796;tur_mer;cra_mon;9
2013_2014;16;G2;797;tur_mer;cra_mon;1
2013_2014;16;G2;798;tur_mer;ile_aqu;1
2013_2014;16;G2;799;tur_mer;cra_mon;2
2013_2014;16;G2;800;tur_mer;cra_mon;2
2013_2014;16;G2;801;tur_mer;cra_mon;2
2013_2014;16;G2;802;tur_mer;cra_mon;3
2013_2014;16;G2;803;tur_mer;cra_mon;4
2013_2014;16;G2;804;tur_mer;cra_mon;4
2013_2014;16;G2;805;tur_mer;ile_aqu;4
2013_2014;16;G2;806;tur_mer;cra_mon;5
2013_2014;16;G2;807;tur_mer;cra_mon;5
2013_2014;16;G2;808;tur_mer;ile_aqu;5
2013_2014;16;G2;809;tur_mer;ile_aqu;6
2013_2014;16;G2;810;tur_mer;ile_aqu;6
2013_2014;16;G2;811;tur_mer;ile_aqu;6
2013_2014;16;G2;812;tur_mer;ile_aqu;6
2013_2014;16;G2;813;tur_mer;cra_mon;7
2013_2014;16;G2;814;tur_mer;cra_mon;8
2013_2014;16;G2;815;tur_mer;cra_mon;8
2013_2014;16;G2;816;tur_mer;ile_aqu;8
2013_2014;16;G2;817;tur_mer;ile_aqu;9
2013_2014;16;G2;818;tur_mer;ile_aqu;9
2013_2014;16;G3;819;tur_ili;ile_aqu;1
2013_2014;16;G3;820;tur_mer;cra_mon;1
2013_2014;16;G3;821;tur_mer;ile_aqu;1
2013_2014;16;G3;822;tur_mer;ile_aqu;2
2013_2014;16;M1;823;tur_mer;ile_aqu;1
2013_2014;16;M1;824;tur_mer;ile_aqu;1
2013_2014;16;M1;825;tur_mer;ile_aqu;2
2013_2014;16;M1;826;tur_mer;ile_aqu;2
2013_2014;16;M1;827;tur_mer;ile_aqu;2
2013_2014;16;M1;828;tur_mer;ile_aqu;2
2013_2014;16;M1;829;tur_phi;ile_aqu;2
2013_2014;16;M1;830;tur_mer;ile_aqu;3
2013_2014;16;M1;831;tur_phi;ile_aqu;3
2013_2014;16;M1;832;tur_mer;ile_aqu;4
2013_2014;16;M1;833;tur_mer;ile_aqu;4
2013_2014;16;M1;834;tur_mer;ile_aqu;4
2013_2014;16;M1;835;tur_mer;ile_aqu;7
2013_2014;16;M1;836;tur_mer;ile_aqu;7
2013_2014;16;M1;837;tur_mer;ile_aqu;9
2013_2014;16;M2;838;tur_mer;ile_aqu;5
2013_2014;16;M2;839;tur_mer;ile_aqu;8
2013_2014;16;M3;840;tur_mer;ile_aqu;7
2013_2014;16;M3;841;tur_mer;ile_aqu;8
2013_2014;16;M3;842;tur_mer;ile_aqu;10
2013_2014;16;P1;843;tur_mer;ile_aqu;1
2013_2014;16;P3;844;tur_mer;cra_mon;1
2013_2014;16;P4;845;tur_mer;ile_aqu;1
2013_2014;16;P4;846;tur_ili;ile_aqu;2
2013_2014;17;B1;847;tur_mer;ile_aqu;2
2013_2014;17;B1;848;tur_phi;ile_aqu;4
2013_2014;17;B2;849;tur_mer;ile_aqu;5
2013_2014;17;B2;850;tur_mer;ile_aqu;5
2013_2014;17;B2;851;tur_mer;ile_aqu;5
2013_2014;17;B2;852;tur_mer;cra_mon;7
2013_2014;17;B2;853;tur_mer;ile_aqu;7
2013_2014;17;B2;854;tur_mer;ile_aqu;9
2013_2014;17;B2;855;tur_mer;ile_aqu;11
2013_2014;17;B2;856;tur_mer;cra_mon;12
2013_2014;17;B3;857;tur_ili;ile_aqu;3
2013_2014;17;B4;858;tur_mer;ile_aqu;12
2013_2014;17;G1;859;tur_mer;cra_mon;1
2013_2014;17;G1;860;tur_mer;cra_mon;6
2013_2014;17;G2;861;tur_mer;cra_mon;1
2013_2014;17;G2;862;tur_mer;ile_aqu;1
2013_2014;17;G2;863;tur_ili;ile_aqu;2
2013_2014;17;G2;864;tur_mer;cra_mon;3
2013_2014;17;G2;865;tur_mer;ile_aqu;3
2013_2014;17;G2;866;tur_mer;ile_aqu;3
2013_2014;17;G2;867;tur_mer;ile_aqu;11
2013_2014;17;G2;868;tur_mer;ile_aqu;12
2013_2014;17;G3;869;tur_mer;ile_aqu;2
2013_2014;17;G3;870;tur_mer;ile_aqu;3
2013_2014;17;G3;871;tur_mer;ile_aqu;3
2013_2014;17;M1;872;syl_atr;ile_aqu;1
2013_2014;17;M1;873;tur_ili;ile_aqu;1
2013_2014;17;M1;874;tur_ili;ile_aqu;1
2013_2014;17;M1;875;tur_ili;ile_aqu;2
2013_2014;17;M1;876;tur_phi;ile_aqu;4
2013_2014;17;M1;877;tur_mer;ile_aqu;6
2013_2014;17;M2;878;tur_mer;ile_aqu;1
2013_2014;17;M3;879;tur_ili;ile_aqu;1
2013_2014;17;M3;880;tur_ili;ile_aqu;2
2013_2014;17;M3;881;tur_ili;ile_aqu;2
2013_2014;17;M3;882;tur_ili;ile_aqu;2
2013_2014;17;M3;883;tur_ili;ile_aqu;2
2013_2014;17;M3;884;tur_ili;ile_aqu;2
2013_2014;17;M3;885;tur_ili;ile_aqu;2
2013_2014;17;M3;886;tur_mer;ile_aqu;2
2013_2014;17;M3;887;tur_mer;ile_aqu;2
2013_2014;17;M3;888;tur_mer;ile_aqu;2
2013_2014;17;M3;889;tur_mer;ile_aqu;2
2013_2014;17;M3;890;tur_mer;ile_aqu;2
2013_2014;17;M3;891;tur_ili;ile_aqu;3
2013_2014;17;M3;892;tur_ili;ile_aqu;3
2013_2014;17;M3;893;tur_ili;ile_aqu;3
2013_2014;17;M3;894;tur_ili;ile_aqu;3
2013_2014;17;M3;895;tur_ili;ile_aqu;3
2013_2014;17;M3;896;tur_ili;ile_aqu;3
2013_2014;17;M3;897;tur_ili;ile_aqu;3
2013_2014;17;M3;898;tur_mer;ile_aqu;3
2013_2014;17;M3;899;tur_mer;ile_aqu;3
2013_2014;17;M3;900;tur_ili;ile_aqu;4
2013_2014;17;M3;901;tur_ili;ile_aqu;4
2013_2014;17;M3;902;tur_ili;ile_aqu;4
2013_2014;17;M3;903;tur_ili;ile_aqu;5
2013_2014;17;M3;904;tur_ili;ile_aqu;5
2013_2014;17;M3;905;tur_ili;ile_aqu;5
2013_2014;17;M3;906;tur_ili;ile_aqu;5
2013_2014;17;M3;907;tur_mer;ile_aqu;6
2013_2014;17;M3;908;tur_ili;ile_aqu;7
2013_2014;17;M3;909;tur_ili;ile_aqu;7
2013_2014;17;M3;910;tur_mer;ile_aqu;7
2013_2014;17;M3;911;tur_mer;ile_aqu;8
2013_2014;17;M3;912;tur_mer;ile_aqu;9
2013_2014;17;M3;913;tur_mer;ile_aqu;10
2013_2014;17;P1;914;tur_ili;cra_mon;1
2013_2014;17;P2;915;tur_mer;cra_mon;4
2013_2014;17;P2;916;tur_mer;cra_mon;5
2013_2014;17;P3;917;tur_ili;ile_aqu;2
2013_2014;17;P3;918;tur_ili;ile_aqu;2
2013_2014;17;P4;919;tur_mer;ile_aqu;3
2013_2014;17;P4;920;tur_mer;ile_aqu;6
2013_2014;17;P4;921;tur_phi;ile_aqu;7
2013_2014;17;P4;922;tur_phi;ile_aqu;8
2013_2014;17;P4;923;tur_mer;ile_aqu;12
2013_2014;17;P4;924;tur_phi;ile_aqu;13
